CoflowID	Mapper	Reducer	DataSize(KB)	Starttime	Endtime	Interval
COFLOWID9	50	87	1022	1579778605.25	1579783298.31	4693.06464696
COFLOWID9	50	101	1022	1579778605.25	1579783298.31	4693.06465507
COFLOWID9	50	102	1022	1579778605.25	1579783298.31	4693.06466103
COFLOWID9	50	113	1022	1579778605.25	1579783298.31	4693.06466794
COFLOWID9	50	123	1022	1579778605.25	1579783298.31	4693.06467414
COFLOWID9	50	124	1022	1579778605.25	1579783298.31	4693.0648191
COFLOWID9	50	125	1022	1579778605.25	1579783298.31	4693.06482506
COFLOWID9	50	132	1022	1579778605.25	1579783298.31	4693.06482911
COFLOWID9	50	133	1022	1579778605.25	1579783298.31	4693.06483293
COFLOWID9	50	141	1022	1579778605.25	1579783298.31	4693.06483698
COFLOWID9	50	142	1022	1579778605.25	1579783298.31	4693.06484103
COFLOWID9	50	144	1022	1579778605.25	1579783298.31	4693.06484604
COFLOWID9	50	145	1022	1579778605.25	1579783298.31	4693.06485009
COFLOWID9	50	146	1022	1579778605.25	1579783298.31	4693.0654521
COFLOWID9	50	149	1022	1579778605.25	1579783298.31	4693.06559396
COFLOWID9	58	0	1022	1579778605.25	1579783343.2	4737.95596194
COFLOWID9	58	1	1022	1579778605.25	1579783343.2	4737.95598388
COFLOWID9	58	3	1022	1579778605.25	1579783343.2	4737.95599198
COFLOWID9	58	7	1022	1579778605.25	1579783343.2	4737.956002
COFLOWID9	58	10	1022	1579778605.25	1579783343.2	4737.95601988
COFLOWID9	58	11	1022	1579778605.25	1579783343.2	4737.95602798
COFLOWID9	58	13	1022	1579778605.25	1579783343.2	4737.9560349
COFLOWID9	58	17	1022	1579778605.25	1579783343.2	4737.95705009
COFLOWID9	58	19	1022	1579778605.25	1579783343.2	4737.95707393
COFLOWID9	58	22	1022	1579778605.25	1579783343.2	4737.95707989
COFLOWID9	58	27	1022	1579778605.25	1579783343.2	4737.95708609
COFLOWID9	58	35	1022	1579778605.25	1579783343.2	4737.95770597
COFLOWID9	58	36	1022	1579778605.25	1579783343.21	4737.95991302
COFLOWID9	58	43	1022	1579778605.25	1579783343.21	4737.95992708
COFLOWID9	58	47	1022	1579778605.25	1579783343.21	4737.95993495
COFLOWID9	58	50	1022	1579778605.25	1579783343.21	4737.95993996
COFLOWID9	58	51	1022	1579778605.25	1579783343.22	4737.97733307
COFLOWID9	58	53	1022	1579778605.25	1579783343.22	4737.97734904
COFLOWID9	58	54	1022	1579778605.25	1579783343.22	4737.97735786
COFLOWID9	58	57	1022	1579778605.25	1579783343.22	4737.9773829
COFLOWID9	58	59	1022	1579778605.25	1579783343.22	4737.97739005
COFLOWID9	58	60	1022	1579778605.25	1579783343.22	4737.97739792
COFLOWID9	58	67	1022	1579778605.25	1579783343.22	4737.97740507
COFLOWID9	58	71	1022	1579778605.25	1579783343.22	4737.97741508
COFLOWID9	58	75	1022	1579778605.25	1579783343.22	4737.97742105
COFLOWID9	58	77	1022	1579778605.25	1579783343.22	4737.97742891
COFLOWID9	58	82	1022	1579778605.25	1579783343.22	4737.97743607
COFLOWID9	58	87	1022	1579778605.25	1579783343.22	4737.97758698
COFLOWID9	58	101	1022	1579778605.25	1579783343.22	4737.97759295
COFLOWID9	58	102	1022	1579778605.25	1579783343.22	4737.97759795
COFLOWID9	58	113	1022	1579778605.25	1579783343.22	4737.97760296
COFLOWID9	58	123	1022	1579778605.25	1579783343.22	4737.97760797
COFLOWID9	58	124	1022	1579778605.25	1579783343.22	4737.97761297
COFLOWID9	58	125	1022	1579778605.25	1579783343.22	4737.97761798
COFLOWID9	58	132	1022	1579778605.25	1579783343.22	4737.97762299
COFLOWID9	58	133	1022	1579778605.25	1579783343.22	4737.97828102
COFLOWID9	58	141	1022	1579778605.25	1579783343.22	4737.97829103
COFLOWID9	58	142	1022	1579778605.25	1579783343.22	4737.97829795
COFLOWID9	58	144	1022	1579778605.25	1579783343.22	4737.97830486
COFLOWID9	58	145	1022	1579778605.25	1579783343.22	4737.97831202
COFLOWID9	58	146	1022	1579778605.25	1579783343.22	4737.97831893
COFLOWID9	58	149	1022	1579778605.25	1579783343.22	4737.97832608
COFLOWID9	74	0	1022	1579778605.25	1579783386.89	4781.64394617
COFLOWID9	74	1	1022	1579778605.25	1579783386.89	4781.64398003
COFLOWID9	74	3	1022	1579778605.25	1579783386.89	4781.64398718
COFLOWID9	74	7	1022	1579778605.25	1579783386.89	4781.64497399
COFLOWID9	74	10	1022	1579778605.25	1579783386.89	4781.64499998
COFLOWID9	74	11	1022	1579778605.25	1579783386.89	4781.64500713
COFLOWID9	74	13	1022	1579778605.25	1579783386.89	4781.64501405
COFLOWID9	74	17	1022	1579778605.25	1579783386.89	4781.64501905
COFLOWID9	74	19	1022	1579778605.25	1579783386.89	4781.64502597
COFLOWID9	74	22	1022	1579778605.25	1579783386.89	4781.64502907
COFLOWID9	74	27	1022	1579778605.25	1579783386.89	4781.64503312
COFLOWID9	74	35	1022	1579778605.25	1579783386.89	4781.64503813
COFLOWID9	74	36	1022	1579778605.25	1579783386.89	4781.64504099
COFLOWID9	74	43	1022	1579778605.25	1579783386.89	4781.64504504
COFLOWID9	74	47	1022	1579778605.25	1579783386.89	4781.6450491
COFLOWID9	74	50	1022	1579778605.25	1579783386.89	4781.6450541
COFLOWID9	74	51	1022	1579778605.25	1579783386.89	4781.64505696
COFLOWID9	74	53	1022	1579778605.25	1579783386.89	4781.64506006
COFLOWID9	74	54	1022	1579778605.25	1579783386.89	4781.64506412
COFLOWID9	74	57	1022	1579778605.25	1579783386.89	4781.64506912
COFLOWID9	74	59	1022	1579778605.25	1579783386.89	4781.64507508
COFLOWID9	74	60	1022	1579778605.25	1579783386.89	4781.64508009
COFLOWID9	74	67	1022	1579778605.25	1579783386.89	4781.64508605
COFLOWID9	74	71	1022	1579778605.25	1579783386.89	4781.64509416
COFLOWID9	74	75	1022	1579778605.25	1579783386.89	4781.64509916
COFLOWID9	74	77	1022	1579778605.25	1579783386.89	4781.64510512
COFLOWID9	74	82	1022	1579778605.25	1579783386.89	4781.64511108
COFLOWID9	74	87	1022	1579778605.25	1579783386.89	4781.64511609
COFLOWID9	74	101	1022	1579778605.25	1579783386.89	4781.6451211
COFLOWID9	74	102	1022	1579778605.25	1579783386.89	4781.64512706
COFLOWID9	74	113	1022	1579778605.25	1579783386.89	4781.64513302
COFLOWID9	74	123	1022	1579778605.25	1579783386.89	4781.64513898
COFLOWID9	74	124	1022	1579778605.25	1579783386.89	4781.64514399
COFLOWID9	74	125	1022	1579778605.25	1579783386.89	4781.64514899
COFLOWID9	74	132	1022	1579778605.25	1579783386.89	4781.64515495
COFLOWID9	74	133	1022	1579778605.25	1579783386.89	4781.64515996
COFLOWID9	74	141	1022	1579778605.25	1579783386.89	4781.64516616
COFLOWID9	74	142	1022	1579778605.25	1579783386.89	4781.64517117
COFLOWID9	74	144	1022	1579778605.25	1579783386.89	4781.64517713
COFLOWID9	74	145	1022	1579778605.25	1579783386.89	4781.64518213
COFLOWID9	74	146	1022	1579778605.25	1579783386.89	4781.64518809
COFLOWID9	74	149	1022	1579778605.25	1579783386.89	4781.6451931
COFLOWID9	122	0	1022	1579778605.25	1579783430.22	4824.97195411
COFLOWID9	122	1	1022	1579778605.25	1579783430.22	4824.97203302
COFLOWID9	122	3	1022	1579778605.25	1579783430.22	4824.97204208
COFLOWID9	122	7	1022	1579778605.25	1579783430.22	4824.97205091
COFLOWID9	122	10	1022	1579778605.25	1579783430.22	4824.97205806
COFLOWID9	122	11	1022	1579778605.25	1579783430.22	4824.97206497
COFLOWID9	122	13	1022	1579778605.25	1579783430.22	4824.97207093
COFLOWID9	122	17	1022	1579778605.25	1579783430.22	4824.97207808
COFLOWID9	122	19	1022	1579778605.25	1579783430.22	4824.97208405
COFLOWID9	122	22	1022	1579778605.25	1579783430.22	4824.97209096
COFLOWID9	122	27	1022	1579778605.25	1579783430.22	4824.97209597
COFLOWID9	122	35	1022	1579778605.25	1579783430.22	4824.97210312
COFLOWID9	122	36	1022	1579778605.25	1579783430.22	4824.97210908
COFLOWID9	122	43	1022	1579778605.25	1579783430.22	4824.97211599
COFLOWID9	122	47	1022	1579778605.25	1579783430.22	4824.97212195
COFLOWID9	122	50	1022	1579778605.25	1579783430.22	4824.97215891
COFLOWID9	122	51	1022	1579778605.25	1579783430.22	4824.97216606
COFLOWID9	122	53	1022	1579778605.25	1579783430.22	4824.97217202
COFLOWID9	122	54	1022	1579778605.25	1579783430.22	4824.97217798
COFLOWID9	122	57	1022	1579778605.25	1579783430.22	4824.97218394
COFLOWID9	122	59	1022	1579778605.25	1579783430.22	4824.9721899
COFLOWID9	122	60	1022	1579778605.25	1579783430.22	4824.97219706
COFLOWID9	122	67	1022	1579778605.25	1579783430.22	4824.97220302
COFLOWID9	122	71	1022	1579778605.25	1579783430.22	4824.97220898
COFLOWID9	122	75	1022	1579778605.25	1579783430.22	4824.97221494
COFLOWID9	122	77	1022	1579778605.25	1579783430.22	4824.97222209
COFLOWID9	122	82	1022	1579778605.25	1579783430.22	4824.97222805
COFLOWID9	122	87	1022	1579778605.25	1579783430.22	4824.97223306
COFLOWID9	122	101	1022	1579778605.25	1579783430.22	4824.97223902
COFLOWID9	122	102	1022	1579778605.25	1579783430.22	4824.97224498
COFLOWID9	122	113	1022	1579778605.25	1579783430.22	4824.97225094
COFLOWID9	122	123	1022	1579778605.25	1579783430.22	4824.9722569
COFLOWID9	122	124	1022	1579778605.25	1579783430.22	4824.9722631
COFLOWID9	122	125	1022	1579778605.25	1579783430.22	4824.97226906
COFLOWID9	122	132	1022	1579778605.25	1579783430.22	4824.97227502
COFLOWID9	122	133	1022	1579778605.25	1579783430.22	4824.97228003
COFLOWID9	122	141	1022	1579778605.25	1579783430.22	4824.97228599
COFLOWID9	122	142	1022	1579778605.25	1579783430.22	4824.97229195
COFLOWID9	122	144	1022	1579778605.25	1579783430.22	4824.97229791
COFLOWID9	122	145	1022	1579778605.25	1579783430.22	4824.97230411
COFLOWID9	122	146	1022	1579778605.25	1579783430.22	4824.97231007
COFLOWID9	122	149	1022	1579778605.25	1579783430.22	4824.97231507
COFLOWID9	130	0	1022	1579778925.36	1579783616.01	4690.64794588
COFLOWID9	130	1	1022	1579778925.36	1579783616.01	4690.64798188
COFLOWID9	130	3	1022	1579778925.36	1579783616.01	4690.64798808
COFLOWID9	130	7	1022	1579778925.36	1579783616.01	4690.64898992
COFLOWID9	130	10	1022	1579778925.36	1579783616.01	4690.64901209
COFLOWID9	130	11	1022	1579778925.36	1579783616.01	4690.64901996
COFLOWID9	130	13	1022	1579778925.36	1579783616.01	4690.64902592
COFLOWID9	130	17	1022	1579778925.36	1579783616.01	4690.64903307
COFLOWID9	130	19	1022	1579778925.36	1579783616.01	4690.64903903
COFLOWID9	130	22	1022	1579778925.36	1579783616.01	4690.64904594
COFLOWID9	130	27	1022	1579778925.36	1579783616.01	4690.64905095
COFLOWID9	130	35	1022	1579778925.36	1579783616.01	4690.6490581
COFLOWID9	130	36	1022	1579778925.36	1579783616.01	4690.64906311
COFLOWID9	130	43	1022	1579778925.36	1579783616.01	4690.64907002
COFLOWID9	130	47	1022	1579778925.36	1579783616.01	4690.64909101
COFLOWID9	130	50	1022	1579778925.36	1579783616.01	4690.64952803
COFLOWID9	130	51	1022	1579778925.36	1579783616.01	4690.64953804
COFLOWID9	130	53	1022	1579778925.36	1579783616.01	4690.649544
COFLOWID9	130	54	1022	1579778925.36	1579783616.01	4690.64954901
COFLOWID9	130	57	1022	1579778925.36	1579783616.01	4690.64955592
COFLOWID9	130	59	1022	1579778925.36	1579783616.01	4690.64956188
COFLOWID9	130	60	1022	1579778925.36	1579783616.01	4690.64956808
COFLOWID9	130	67	1022	1579778925.36	1579783616.01	4690.64957309
COFLOWID9	130	71	1022	1579778925.36	1579783616.01	4690.64957905
COFLOWID9	130	75	1022	1579778925.36	1579783616.01	4690.64958596
COFLOWID9	130	77	1022	1579778925.36	1579783616.01	4690.64959097
COFLOWID9	130	82	1022	1579778925.36	1579783616.01	4690.64959693
COFLOWID9	130	87	1022	1579778925.36	1579783616.01	4690.64960194
COFLOWID9	130	101	1022	1579778925.36	1579783616.01	4690.64960909
COFLOWID9	130	102	1022	1579778925.36	1579783616.01	4690.6496141
COFLOWID9	130	113	1022	1579778925.36	1579783616.02	4690.6559
COFLOWID9	130	123	1022	1579778925.36	1579783616.02	4690.65591693
COFLOWID9	130	124	1022	1579778925.36	1579783616.02	4690.65592504
COFLOWID9	130	125	1022	1579778925.36	1579783616.02	4690.655931
COFLOWID9	130	132	1022	1579778925.36	1579783616.02	4690.65593791
COFLOWID9	130	133	1022	1579778925.36	1579783616.02	4690.65594411
COFLOWID9	130	141	1022	1579778925.36	1579783616.02	4690.65595102
COFLOWID9	130	142	1022	1579778925.36	1579783616.03	4690.67251992
COFLOWID9	130	144	1022	1579778925.36	1579783616.03	4690.67253208
COFLOWID9	130	145	1022	1579778925.36	1579783616.03	4690.672539
COFLOWID9	130	146	1022	1579778925.36	1579783616.03	4690.67317104
COFLOWID9	130	149	1022	1579778925.36	1579783616.03	4690.67331696
COFLOWID9	146	0	1022	1579778925.36	1579783659.57	4734.21191692
COFLOWID9	146	1	1022	1579778925.36	1579783659.57	4734.21195197
COFLOWID9	146	3	1022	1579778925.36	1579783659.57	4734.2119658
COFLOWID9	146	7	1022	1579778925.36	1579783659.57	4734.21284795
COFLOWID9	146	10	1022	1579778925.36	1579783659.57	4734.21286082
COFLOWID9	146	11	1022	1579778925.36	1579783659.57	4734.21286893
COFLOWID9	146	13	1022	1579778925.36	1579783659.57	4734.21287489
COFLOWID9	146	17	1022	1579778925.36	1579783659.57	4734.212883
COFLOWID9	146	19	1022	1579778925.36	1579783659.57	4734.21288991
COFLOWID9	146	22	1022	1579778925.36	1579783659.57	4734.21289682
COFLOWID9	146	27	1022	1579778925.36	1579783659.57	4734.21290493
COFLOWID9	146	35	1022	1579778925.36	1579783659.57	4734.21291089
COFLOWID9	146	36	1022	1579778925.36	1579783659.57	4734.2129178
COFLOWID9	146	43	1022	1579778925.36	1579783659.57	4734.21292496
COFLOWID9	146	47	1022	1579778925.36	1579783659.57	4734.21293283
COFLOWID9	146	50	1022	1579778925.36	1579783659.57	4734.21293879
COFLOWID9	146	51	1022	1579778925.36	1579783659.57	4734.21294594
COFLOWID9	146	53	1022	1579778925.36	1579783659.57	4734.21295285
COFLOWID9	146	54	1022	1579778925.36	1579783659.57	4734.21296096
COFLOWID9	146	57	1022	1579778925.36	1579783659.57	4734.21296692
COFLOWID9	146	59	1022	1579778925.36	1579783659.57	4734.21297383
COFLOWID9	146	60	1022	1579778925.36	1579783659.57	4734.21299481
COFLOWID9	146	67	1022	1579778925.36	1579783659.57	4734.21300197
COFLOWID9	146	71	1022	1579778925.36	1579783659.57	4734.21301198
COFLOWID9	146	75	1022	1579778925.36	1579783659.57	4734.21301889
COFLOWID9	146	77	1022	1579778925.36	1579783659.57	4734.21302581
COFLOWID9	146	82	1022	1579778925.36	1579783659.57	4734.21303177
COFLOWID9	146	87	1022	1579778925.36	1579783659.57	4734.21303892
COFLOWID9	146	101	1022	1579778925.36	1579783659.57	4734.21304584
COFLOWID9	146	102	1022	1579778925.36	1579783659.58	4734.21356082
COFLOWID9	146	113	1022	1579778925.36	1579783659.58	4734.21356797
COFLOWID9	146	123	1022	1579778925.36	1579783659.58	4734.21357393
COFLOWID9	146	124	1022	1579778925.36	1579783659.58	4734.21357989
COFLOWID9	146	125	1022	1579778925.36	1579783659.58	4734.21621084
COFLOWID9	146	132	1022	1579778925.36	1579783659.58	4734.216223
COFLOWID9	146	133	1022	1579778925.36	1579783659.58	4734.21623087
COFLOWID9	146	141	1022	1579778925.36	1579783659.58	4734.21623683
COFLOWID9	146	142	1022	1579778925.36	1579783659.58	4734.21624494
COFLOWID9	146	144	1022	1579778925.36	1579783659.58	4734.21624994
COFLOWID9	146	145	1022	1579778925.36	1579783659.58	4734.21625686
COFLOWID9	146	146	1022	1579778925.36	1579783659.59	4734.23000884
COFLOWID9	146	149	1022	1579778925.36	1579783659.59	4734.23002386
COFLOWID9	10	31	2045	1579778537.11	1579784663.27	6126.16386104
COFLOWID9	10	40	2045	1579778537.11	1579784663.28	6126.17184496
COFLOWID9	10	56	2045	1579778537.11	1579784663.28	6126.17185807
COFLOWID9	10	63	2045	1579778537.11	1579784663.28	6126.17186403
COFLOWID9	10	72	2045	1579778537.11	1579784663.28	6126.17186999
COFLOWID9	10	106	2045	1579778537.11	1579784663.28	6126.17187595
COFLOWID9	10	109	2045	1579778537.11	1579784663.28	6126.17378592
COFLOWID9	10	134	2045	1579778537.11	1579784663.28	6126.17379999
COFLOWID9	10	143	2045	1579778537.11	1579784663.28	6126.17380905
COFLOWID9	50	31	2045	1579778605.25	1579784744.13	6138.88795996
COFLOWID9	50	40	2045	1579778605.25	1579784744.13	6138.88895106
COFLOWID9	50	56	2045	1579778605.25	1579784744.13	6138.888973
COFLOWID9	50	63	2045	1579778605.25	1579784744.13	6138.888978
COFLOWID9	50	72	2045	1579778605.25	1579784744.13	6138.8889811
COFLOWID9	50	106	2045	1579778605.25	1579784744.13	6138.88900614
COFLOWID9	50	109	2045	1579778605.25	1579784744.13	6138.88901305
COFLOWID9	50	134	2045	1579778605.25	1579784744.13	6138.88901997
COFLOWID9	50	143	2045	1579778605.25	1579784744.13	6138.88905501
COFLOWID9	58	31	2045	1579778605.25	1579784754.77	6149.51995897
COFLOWID9	58	40	2045	1579778605.25	1579784754.77	6149.52099299
COFLOWID9	58	56	2045	1579778605.25	1579784754.77	6149.52102208
COFLOWID9	58	63	2045	1579778605.25	1579784754.77	6149.521029
COFLOWID9	58	72	2045	1579778605.25	1579784754.77	6149.52103591
COFLOWID9	58	106	2045	1579778605.25	1579784754.77	6149.52104187
COFLOWID9	58	109	2045	1579778605.25	1579784754.77	6149.52156591
COFLOWID9	58	134	2045	1579778605.25	1579784754.77	6149.52157497
COFLOWID9	58	143	2045	1579778605.25	1579784754.77	6149.52158189
COFLOWID9	74	31	2045	1579778605.25	1579784765.71	6160.45994616
COFLOWID9	74	40	2045	1579778605.25	1579784765.71	6160.45997405
COFLOWID9	74	56	2045	1579778605.25	1579784765.71	6160.45998096
COFLOWID9	74	63	2045	1579778605.25	1579784765.71	6160.45998812
COFLOWID9	74	72	2045	1579778605.25	1579784765.71	6160.45999408
COFLOWID9	74	106	2045	1579778605.25	1579784765.71	6160.46001506
COFLOWID9	74	109	2045	1579778605.25	1579784765.71	6160.46002316
COFLOWID9	74	134	2045	1579778605.25	1579784765.71	6160.46003103
COFLOWID9	74	143	2045	1579778605.25	1579784765.71	6160.46097398
COFLOWID9	122	31	2045	1579778605.25	1579784776.6	6171.355937
COFLOWID9	122	40	2045	1579778605.25	1579784776.6	6171.35596704
COFLOWID9	122	56	2045	1579778605.25	1579784776.6	6171.35597396
COFLOWID9	122	63	2045	1579778605.25	1579784776.6	6171.35597897
COFLOWID9	122	72	2045	1579778605.25	1579784776.6	6171.35598803
COFLOWID9	122	106	2045	1579778605.25	1579784776.62	6171.37635112
COFLOWID9	122	109	2045	1579778605.25	1579784776.62	6171.37637901
COFLOWID9	122	134	2045	1579778605.25	1579784776.62	6171.37652111
COFLOWID9	122	143	2045	1579778605.25	1579784776.62	6171.37652612
COFLOWID9	130	31	2045	1579778925.36	1579784829.24	5903.87992096
COFLOWID9	130	40	2045	1579778925.36	1579784829.24	5903.87995005
COFLOWID9	130	56	2045	1579778925.36	1579784829.24	5903.87995696
COFLOWID9	130	63	2045	1579778925.36	1579784829.24	5903.87996006
COFLOWID9	130	72	2045	1579778925.36	1579784829.24	5903.88064289
COFLOWID9	130	106	2045	1579778925.36	1579784829.24	5903.8806479
COFLOWID9	130	109	2045	1579778925.36	1579784829.24	5903.88065195
COFLOWID9	130	134	2045	1579778925.36	1579784829.24	5903.88065505
COFLOWID9	130	143	2045	1579778925.36	1579784829.24	5903.8806591
COFLOWID9	146	31	2045	1579778925.36	1579784840.2	5914.83589983
COFLOWID9	146	40	2045	1579778925.36	1579784840.2	5914.836097
COFLOWID9	146	56	2045	1579778925.36	1579784840.2	5914.83610177
COFLOWID9	146	63	2045	1579778925.36	1579784840.2	5914.83610392
COFLOWID9	146	72	2045	1579778925.36	1579784840.2	5914.83610678
COFLOWID9	146	106	2045	1579778925.36	1579784840.2	5914.83610988
COFLOWID9	146	109	2045	1579778925.36	1579784840.2	5914.83611298
COFLOWID9	146	134	2045	1579778925.36	1579784840.2	5914.83611488
COFLOWID9	146	143	2045	1579778925.36	1579784840.2	5914.83611798
COFLOWID9	10	4	3068	1579778537.11	1579785200.91	6663.79987097
COFLOWID9	10	32	3068	1579778537.11	1579785200.91	6663.79990005
COFLOWID9	10	65	3068	1579778537.11	1579785200.91	6663.79990602
COFLOWID9	10	92	3068	1579778537.11	1579785200.91	6663.79991102
COFLOWID9	50	4	3068	1579778605.25	1579785228.49	6623.23997498
COFLOWID9	50	32	3068	1579778605.25	1579785228.49	6623.24000812
COFLOWID9	50	65	3068	1579778605.25	1579785228.49	6623.24001312
COFLOWID9	50	92	3068	1579778605.25	1579785228.49	6623.24001694
COFLOWID9	58	4	3068	1579778605.25	1579785232.41	6627.16795588
COFLOWID9	58	32	3068	1579778605.25	1579785232.41	6627.16797709
COFLOWID9	58	65	3068	1579778605.25	1579785232.41	6627.16798306
COFLOWID9	58	92	3068	1579778605.25	1579785232.41	6627.16798902
COFLOWID9	74	4	3068	1579778605.25	1579785236.33	6631.07994699
COFLOWID9	74	32	3068	1579778605.25	1579785236.33	6631.07997012
COFLOWID9	74	65	3068	1579778605.25	1579785236.33	6631.07997608
COFLOWID9	74	92	3068	1579778605.25	1579785236.33	6631.07999611
COFLOWID9	122	4	3068	1579778605.25	1579785240.15	6634.90795112
COFLOWID9	122	32	3068	1579778605.25	1579785240.15	6634.90797091
COFLOWID9	122	65	3068	1579778605.25	1579785240.15	6634.90798306
